1.03915559,0.33185789
0.55721172,3.8469988
-0.51021143,7.83812026
-2.08587037,13.73803549
-3.76657185,17.73909888
-4.9613243,19.17571966
-5.36694665,18.4322147
-5.11771598,18.45238113
-4.35173363,17.30834592
-3.19234902,16.42004826
-1.82495253,16.11305468
-0.34305311,15.15982924
1.03978888,14.48396913
2.31688703,14.58816832
3.5059483,13.33972419
4.61163092,12.6174818
5.61782592,11.03161136
6.50644169,8.53955581
7.26665214,6.76632625
7.93231796,4.27895479
8.51929217,1.71995895
9.09653926,-0.36966837
9.69315325,-2.94772752
10.29029155,-5.03598862
10.87899365,-6.7702117
11.42030923,-8.89031107
11.87492527,-11.77482552
12.22193817,-14.15407453
12.49566895,-16.05105502
12.75615298,-18.42488885
13.0699497,-20.6753969
13.3874673,-22.8002696
13.68480845,-25.90444117
13.93417596,-27.92760579
14.14958334,-29.79199103
14.35460594,-31.83614936
14.54240013,-33.07675122
14.73207543,-35.02317401
14.95700822,-36.90026041
15.25840769,-38.25180818
15.61657572,-40.06052835
15.99435291,-41.7123448
16.3318125,-43.62284175
16.66898451,-45.41140699
17.02329659,-46.83886155
17.38065487,-48.60971091
17.75129983,-50.3200265
18.16102929,-52.00644282
18.59682269,-53.36867334
19.07835322,-54.63765659
19.52747324,-56.46378914
19.92220049,-57.55513778
20.32994066,-58.98212142
20.72691226,-60.60350147
21.13504207,-61.51634137
21.52984887,-62.9087698
21.85818117,-64.03393274
22.09934918,-64.23998948
22.18790486,-64.79487804
22.16976067,-65.13365982
22.03593792,-64.45229003
21.82478149,-62.8060587
21.33272396,-59.50178689
20.51200713,-55.82192278
19.39683728,-49.4254324
17.80186198,-41.98139358
15.70541528,-33.3869316
13.14917278,-22.67188678
10.40583834,-13.71033477
7.46527231,-6.50033913
4.36395729,-2.61157164
0.8940034,0.70136674
-3.06081893,3.18828225
-7.20362017,2.64224093
-10.55156433,3.43945642
-12.02311981,3.49716804
-11.33422586,2.66699185
-9.24074642,1.40155567
-6.87242903,0.40504797
-4.8659521,0.07519065
-3.35418484,0.26927215
-2.17286512,0.60476436
-1.11602766,0.82851857
-0.01795954,0.89896736
1.17468793,0.87844423
2.38223351,0.83403897
3.5148526,0.81124375
4.52784297,0.83639641
5.39874528,0.90026387
6.16307655,0.95255844
6.8773251,0.95250929
7.5204796,0.92277173
7.97490342,0.92517324
8.19874861,0.99099726
8.19158768,1.09334459
8.02930172,1.20142262
7.69429453,1.32589041
7.18865007,1.49758472
6.53350639,1.7156719
5.87323029,1.9201444
5.27458297,2.04291402
4.87308106,2.04441757
4.67763395,1.93832659
4.61653814,1.77879061
4.60778258,1.64176676
4.57883151,1.50845529
4.45009265,1.30434989
4.33088023,0.96366032
4.03066702,0.54151986
3.54330217,0.08205773
2.97269465,-0.33709066
2.55257269,-0.62642519
2.45342082,-0.73168973
2.78055742,-0.63051782
3.32635244,-0.27842596
3.90954399,0.34478313
4.36087369,1.09414687
