loss,val_loss
327.37933349609375,420.4989013671875
283.1800842285156,151.18821716308594
253.77357482910156,179.51254272460938
235.70059204101562,191.4433135986328
223.33457946777344,158.05300903320312
209.39646911621094,167.96945190429688
196.6311798095703,194.03677368164062
183.21385192871094,201.0389404296875
170.5300750732422,202.82180786132812
158.02552795410156,202.38565063476562
148.2578887939453,231.73599243164062
136.8963623046875,219.61546325683594
125.08613586425781,227.36537170410156
116.80023193359375,258.1822509765625
109.42668151855469,297.61114501953125
101.92902374267578,280.4314270019531
99.173828125,298.8370666503906
90.34172058105469,290.7044982910156
84.47156524658203,355.11822509765625
77.22615814208984,361.05950927734375
74.33999633789062,283.31402587890625
69.25772857666016,260.5513916015625
62.733829498291016,243.3986358642578
58.090301513671875,269.5619812011719
52.88115310668945,263.41571044921875
49.864315032958984,245.63858032226562
48.1545524597168,251.290283203125
44.9934196472168,213.6861572265625
40.856590270996094,190.38720703125
35.597496032714844,179.18679809570312
34.78461456298828,156.83258056640625
31.51892852783203,141.54013061523438
29.462039947509766,164.9769744873047
26.411083221435547,165.0227813720703
24.991933822631836,132.8325958251953
24.467931747436523,122.96283721923828
22.115453720092773,125.01791381835938
22.071712493896484,102.21277618408203
24.627429962158203,89.9229507446289
22.59800148010254,91.80423736572266
19.897655487060547,101.52251434326172
19.286293029785156,105.8939208984375
17.376083374023438,96.7118148803711
16.074541091918945,94.32316589355469
15.473989486694336,86.42852020263672
14.718596458435059,93.27410888671875
14.343381881713867,95.63796997070312
13.835986137390137,96.28294372558594
13.142931938171387,84.50125122070312
13.208976745605469,88.9769515991211
13.016199111938477,84.1544418334961
12.362244606018066,82.37322235107422
11.81273365020752,85.18991088867188
12.323467254638672,85.08536529541016
12.098691940307617,80.12317657470703
11.911296844482422,89.56072235107422
12.991168975830078,84.77816772460938
11.61205005645752,80.48746490478516
11.988513946533203,92.9814682006836
11.48806381225586,72.99515533447266
11.491806983947754,74.65476989746094
11.265592575073242,77.23472595214844
10.497349739074707,85.34541320800781
10.4647855758667,84.04229736328125
10.919269561767578,77.21932983398438
10.618887901306152,77.8474349975586
10.341012954711914,71.81953430175781
10.470449447631836,74.50926208496094
10.040844917297363,82.53551483154297
10.448427200317383,77.14884948730469
10.337702751159668,76.32553100585938
9.875076293945312,76.90925598144531
10.095488548278809,71.91162872314453
10.30337142944336,73.32356262207031
9.81766414642334,75.69552612304688
9.818318367004395,71.94428253173828
9.446040153503418,83.8420181274414
9.795953750610352,73.99536895751953
9.636653900146484,73.95631408691406
9.56263542175293,81.45655822753906
9.117527961730957,72.39805603027344
9.034704208374023,78.2110366821289
9.04576587677002,77.98756408691406
8.889900207519531,72.4754409790039
8.771173477172852,73.53423309326172
9.348177909851074,73.09902954101562
8.833266258239746,73.90554809570312
